case-1:obl present but parent not verb
case-2:obl present with parent as verb and all sibblings as comp or obl
case-3:obl present with sibblings not as comp or obl
filename:2.147	case:3	wid:10	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.148	case:3	wid:4	no_of_sibblings:2	no_of_sibblings_not_comp:1
filename:2.16	case:3	wid:3	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.17	case:3	wid:2	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.17	case:3	wid:7	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.18	case:3	wid:5	no_of_sibblings:5	no_of_sibblings_not_comp:5
filename:2.19	case:3	wid:1	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.2	case:3	wid:1	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.21	case:3	wid:1	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.23	case:3	wid:1	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.24	case:3	wid:2	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.24	case:3	wid:3	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.24	case:3	wid:6	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.25	case:3	wid:1	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.25	case:3	wid:2	no_of_sibblings:1	no_of_sibblings_not_comp:1
filename:2.26	case:3	wid:5	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.27	case:3	wid:2	no_of_sibblings:1	no_of_sibblings_not_comp:1
filename:2.27	case:3	wid:6	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.27	case:3	wid:11	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.28	case:3	wid:2	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.28	case:3	wid:4	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.29	case:3	wid:1	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.3	case:3	wid:2	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.30	case:3	wid:4	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.33	case:3	wid:2	no_of_sibblings:1	no_of_sibblings_not_comp:1
filename:2.33	case:3	wid:4	no_of_sibblings:1	no_of_sibblings_not_comp:1
filename:2.34	case:3	wid:3	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.35	case:3	wid:4	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.36	case:3	wid:1	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.37	case:3	wid:6	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.37	case:3	wid:10	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.38	case:3	wid:6	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.38	case:3	wid:10	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.40	case:3	wid:18	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.42	case:3	wid:4	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.44	case:3	wid:1	no_of_sibblings:1	no_of_sibblings_not_comp:1
filename:2.45	case:3	wid:4	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.46	case:3	wid:2	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.46	case:3	wid:16	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.49	case:3	wid:1	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.49	case:3	wid:2	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.5	case:2	wid:1	no_of_sibblings:0
filename:2.5	case:3	wid:7	no_of_sibblings:6	no_of_sibblings_not_comp:5
filename:2.51	case:3	wid:8	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.53	case:3	wid:2	no_of_sibblings:1	no_of_sibblings_not_comp:1
filename:2.55	case:3	wid:2	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.57	case:3	wid:2	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.60	case:3	wid:1	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.60	case:3	wid:7	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.60	case:3	wid:14	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.61	case:3	wid:4	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.61	case:3	wid:10	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.62	case:3	wid:2	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.62	case:3	wid:3	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.65	case:3	wid:2	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.66	case:3	wid:8	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.67	case:3	wid:12	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.69	case:3	wid:4	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.7	case:3	wid:6	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.70	case:3	wid:16	no_of_sibblings:2	no_of_sibblings_not_comp:1
filename:2.75	case:3	wid:7	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.75	case:3	wid:17	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.76	case:3	wid:1	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.78	case:3	wid:1	no_of_sibblings:9	no_of_sibblings_not_comp:9
filename:2.78	case:3	wid:17	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.78	case:3	wid:22	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.78	case:3	wid:25	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.79	case:3	wid:1	no_of_sibblings:5	no_of_sibblings_not_comp:4
filename:2.8	case:3	wid:4	no_of_sibblings:5	no_of_sibblings_not_comp:5
filename:2.8	case:3	wid:7	no_of_sibblings:5	no_of_sibblings_not_comp:5
filename:2.80	case:3	wid:2	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.81	case:3	wid:2	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.81	case:3	wid:15	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.81	case:3	wid:20	no_of_sibblings:2	no_of_sibblings_not_comp:1
filename:2.82	case:2	wid:1	no_of_sibblings:0
filename:2.82	case:3	wid:4	no_of_sibblings:5	no_of_sibblings_not_comp:5
filename:2.82	case:3	wid:5	no_of_sibblings:5	no_of_sibblings_not_comp:5
filename:2.83	case:3	wid:1	no_of_sibblings:6	no_of_sibblings_not_comp:5
filename:2.83	case:3	wid:14	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.84	case:2	wid:7	no_of_sibblings:0
filename:2.86	case:3	wid:3	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.87	case:3	wid:1	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.88	case:3	wid:2	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.94	case:3	wid:7	no_of_sibblings:2	no_of_sibblings_not_comp:1
filename:2.96	case:2	wid:3	no_of_sibblings:0
filename:2.99	case:3	wid:3	no_of_sibblings:5	no_of_sibblings_not_comp:4
filename:2.99	case:3	wid:10	no_of_sibblings:5	no_of_sibblings_not_comp:4
